id,uid,region,city,state,country,name,address,latitude,longitude,pincode,chargerType,appName,cpoName,customerCategory,megaChargers
"1","","West3","Ahmedabad","Gujarat","INDIA","AMC Narol ","Below Narol Flyover, Nr. Narol BRTS Sation, Narol, Ahmedabad, Gujarat, 382405 ","22.9731180611156","72.5892582244468","382405","CCS2","Mobilane","Mobilane","public","false"
"2","","West3","Ahmedabad","Gujarat","INDIA","AMC Govindwadi ","AMC Open Plot, Nr. Topaz Restaurant, Govindwadi, Isanpur, Ahmedabad, Gujarat 382443 ","22.9829493072428","72.5993953071482","382443","CCS2","Mobilane","Mobilane","public","false"
"3","","West3","Ahmedabad","Gujarat","INDIA","Patidar Bhavan, Ambaji","Arsuri Society, Ambaji, Gujarat 385110","24.3345728682775","72.8459170280126","385110","CCS2","Mobilane","Mobilane","public","false"
"4","","West3","Bhilad","Gujarat","INDIA","Hotel Golden Gate","NH-48, Nandigaam, Taluka - Umargaam, Nandigam, Bhilad Gujarat 396105","20.2352814833364","72.8837166822088","396105","CCS2","Mobilane","Mobilane","public","false"
"5","","West3","Limbdi","Gujarat","INDIA","NH 8 Hotel & Restauran","NH-47, Baldana, Limbdi, Gujarat 363421","22.5659511716337","71.7078190133887","363421","CCS2","Mobilane","Mobilane","public","false"
"6","","West2","Daman","Dadra and Nagar Haveli and Daman and Diu","INDIA","Urbane By Treat","Ringanwada, Vapi, Dadra and Nagar Haveli and Daman and Diu 396215","20.4115168435517","72.8666554802022","396215","CCS2","Mobilane","Mobilane","public","false"
"7","","West1","Nasik","Maharashtra","INDIA","Manohar Gardens Lawns & Banquet Halls","Nashik, MaharashtraGovind Nagar, Nashik, Maharashtra 422009","19.9805139409165","73.7794789974369","422009","CCS2","Mobilane","Mobilane","public","false"
"8","","West3","Mehsana","Gujarat","INDIA","Bliss Aqua World","Mehsana - Unjha Highway Road, Motidau, Gujarat 384120","23.6679152102389","72.3837500616272","384120","CCS2","Mobilane","Mobilane","public","false"
"9","","South2","Kanchipuram","Tamil Nadu","INDIA","MM Legacy, A Bergmont Hotel","MM Legacy, A Bergmont Hotel","12.8707867559011","79.723669335582","","CCS2","Relux Electric","Relux Electric","public","false"
"10","","South2","Chennai","Tamil Nadu","INDIA","Cosmo politan Club","Cosmo politan Club","13.0667103463999","80.2695188067461","","CCS2","Relux Electric","Relux Electric","public","false"
"11","","South2","Coimbatore","Tamil Nadu","INDIA","SST Charging Station","SST Charging Station","11.0689409679761","77.100115937873","","CCS2","Relux Electric","Relux Electric","public","false"
"12","","South2","Ambur","Tamil Nadu","INDIA","Sri Annapoorna Restaurant","Sri Annapoorna Restaurant","12.8157171162699","78.731427615056","","CCS2","Relux Electric","Relux Electric","public","false"
"13","","South2","Trichy","Tamil Nadu","INDIA","Vasan Charging station","Vasan Charging station","10.6523193602168","78.7421587667024","","CCS2","Relux Electric","Relux Electric","public","false"
"14","","South2","Acharapakkam","Tamil Nadu","INDIA","Hotel Aaryas","Hotel Aaryas","12.3855773142118","79.795962662909","","CCS2","Relux Electric","Relux Electric","public","false"
"15","","South2","Padi","Tamil Nadu","INDIA","The Legend Saravana Store","The Legend Saravana Store","13.1010373310474","80.19020932509","","CCS2","Relux Electric","Relux Electric","public","false"
"16","","South2","Mettupatti, salem","Tamil Nadu","INDIA","Mettupatti Toll Plaza","Mettupatti Toll Plaza","11.6651053822319","78.3117673043916","","CCS2","Relux Electric","Relux Electric","public","false"
"17","","South2","Kallakurichi","Tamil Nadu","INDIA","Veeracholapuram Toll Plaza","Veeracholapuram Toll Plaza","11.736615288203","79.0095055943937","","CCS2","Relux Electric","Relux Electric","public","false"
"18","","South2","Maduravoyal","Tamil Nadu","INDIA","MGR University","MGR University","13.0695033983475","80.1780038115959","","CCS2","Relux Electric","Relux Electric","public","false"
"19","","South2","Pollachi","Tamil Nadu","INDIA","Siva selvi charging station","Siva selvi charging station","10.7272567802728","76.9299460397158","","CCS2","Relux Electric","Relux Electric","public","false"
"20","","South2","Vellore","Tamil Nadu","INDIA","Hotel Benzz Park","Hotel Benzz Park","12.9293346239805","79.1335248846069","","CCS2","Relux Electric","Relux Electric","public","false"
"21","","Central1","Thotacherla","Andhra Pradesh","INDIA","MQ Cafe, Thotacherla, Andhra Pradesh","NH 65, LEFT SIDE, Thotacherla, Totacharla, Andhra Pradesh 521185","16.8117316895399","80.24976625","521185","CCS2","E-Fill","E-Fill Electric (EFEV Charging Solutions Pvt. Ltd.)","public","false"
"22","","North2","Karnal","Haryana","INDIA","Keshu Dhaba, Satguru Charging Station","VWQ9+4RG, Jammu - Delhi Rd, Barana, Samana Bahu, Haryana 132117","29.8878421","76.9170408","132117","CCS2","E-Fill","E-Fill Electric (EFEV Charging Solutions Pvt. Ltd.)","public","false"
"23","","West1","Ghargaon","Maharashtra","INDIA","Laxmi Refreshment","Laxmi Refreshment, Nashik-Pune Highway, Ghargaon, Maharashtra 414304","19.316672","74.1750208","414304","CCS2","E-Fill","E-Fill Electric (EFEV Charging Solutions Pvt. Ltd.)","public","false"
"24","","West1","Venegaon","Maharashtra","INDIA","Ahilya EV Charging Station","Venegaon, Maharashtra 413211","18.015598","75.221341","413211","CCS2","E-Fill","E-Fill Electric (EFEV Charging Solutions Pvt. Ltd.)","public","false"
"25","","West1","Kolhapur","Maharashtra","INDIA","Solanki and sons ev charging station","P723+HV2, Chandran Menon Rd, Shahu Market Yard, Kolhapur, Maharashtra 416005","16.701400624352","74.25480239","416005","CCS2","E-Fill","E-Fill Electric (EFEV Charging Solutions Pvt. Ltd.)","public","false"
"26","","West1","Sangli","Maharashtra","INDIA","Jaya power's charging station","Sangli Rd, Maharashtra 416416","16.88083113","74.530312","416416","CCS2","E-Fill","E-Fill Electric (EFEV Charging Solutions Pvt. Ltd.)","public","false"
"27","","West1","Satara","Maharashtra","INDIA","Sahyadri Power Charging Station","Office NO.6, 2nd Floor, P8/1, Hotel Preeti Executive and Commercial Complex, National Highway-4, Old MIDC, Satara, Maharashtra 415004","17.6779019","74.0221614","415004","CCS2","E-Fill","E-Fill Electric (EFEV Charging Solutions Pvt. Ltd.)","public","false"
"28","","West1","Kankavli","Maharashtra","INDIA","Kokan Vaibhav Electric Vehicle Charging Station","XMG8+CF, Medhe Tarf Devale, Kondagaon, Maharashtra 415803","16.9776403","73.6732917","415803","CCS2","E-Fill","E-Fill Electric (EFEV Charging Solutions Pvt. Ltd.)","public","false"
"29","","West1","Kondgaon","Maharashtra","INDIA","Kokan Vaibhav Electric Vehicle Charging Station","NH 66, Kankavli, Maharashtra 416602","16.2881862","73.7084037","416602","CCS2","E-Fill","E-Fill Electric (EFEV Charging Solutions Pvt. Ltd.)","public","false"
"30","","Central1","RANGAREDDY","Telangana","INDIA","Thunder EV Charging HUB at Sunshine Farm House, Kandukur","Sunshine Farm House, Kandukur ,via hyd, to, Srisailam Hwy, Kandukur, Telangana 501359","17.030805","78.4882929","501359","CCS2","E-Fill","E-Fill Electric (EFEV Charging Solutions Pvt. Ltd.)","public","false"
"31","","Central1","NALGONDA","Telangana","INDIA","Vishnu Shopping Mall Kondamallepally","Kondamallepalli Near Mallepalli Telangana-508243","16.7123028","78.9817378","508243","CCS2","E-Fill","E-Fill Electric (EFEV Charging Solutions Pvt. Ltd.)","public","false"
"32","","Central1","SANGAREDDY","Telangana","INDIA","Sri RamChandra EV Stations","GMR Family Dhaba,NH 65, Buchnelli, Kasimpur, Telangana 502228","17.6991884","77.5561679","502228","CCS2","E-Fill","E-Fill Electric (EFEV Charging Solutions Pvt. Ltd.)","public","false"
"33","","North Central1","Noida","Delhi NCR","INDIA","WTT Mall","Sec 16 WTT Mall Noida Gautam buddh Nagar","28.5770846462299","77.31711735","201301","CCS2","E-Fill","E-Fill Electric (EFEV Charging Solutions Pvt. Ltd.)","public","false"
"34","","South1","Yadgiri","Karnataka","INDIA","SLV Laser E-FILL","P4XJ+M2G, Yadgiri, Karnataka 585202","16.7491948","77.1297566","585202","CCS2","E-Fill","E-Fill Electric (EFEV Charging Solutions Pvt. Ltd.)","public","false"
"35","","East1","KOLKATA","West Bengal","INDIA","L3 30kW CCS2 (The Golden Park)","13, Ho Chi Minh Sarani Rd, Kankaria Estates, Park Street area, Kolkata, West Bengal 700071","22.5476199","88.3493694","700071","CCS2","Bolt","Bolt","public","false"
"36","","West1","PUNE","Maharashtra","INDIA","Sree Translinks 60kW DC CCS2","Hinjawadi Phase 2 Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Maharashtra 411057","18.59606","73.72889","411057","CCS2","Bolt","Bolt","public","false"
"37","","South3","Kannur","Kerala","INDIA","GO EC Kannur H&H,","Mele Chovva,Elayavoor, Melechowa South, Kerala","11.871822","75.395983","670331","CCS2","GO EC","GO EC","public","false"
"38","","South3","Ernakulam","Kerala","INDIA","GO EC Kochi Kadavanthra Prithvi,","KP Vallon Rd, Shastri Nagar, Kadavanthra, Ernakulam, Kadavanthra, Kerala","9.947348","76.303498","682020","CCS2","GO EC","GO EC","public","false"
"39","","South3","Ernakulam","Kerala","INDIA","GOEC Kochi Panampilly Nagar EC CITY CENTRE,","Panampilly Nagar, Ernakulam, Panampilly Nagar, Kerala","9.965195","76.296588","683026","CCS2","GO EC","GO EC","public","false"
"40","","South3","Ernakulam","Kerala","INDIA","Combined Energy","Paliyam Rd,Bharanimukku, Chendamangalam, Kerala","10.16500851","76.23323601","683512","CCS2","GO EC","GO EC","public","false"
"41","","South3","Ernakulam","Kerala","INDIA","Gopika Regency","Varapuzha- Paravur Highway, Chirakkak, Kochi, Varapuzha, Kerala 683517, Ernakulam, Kerala","10.08730718","76.2679696","683517","CCS2","GO EC","GO EC","public","false"
"42","","South3","Ernakulam","Kerala","INDIA","Airlink","NH-47, Near Cochin International Airport Athani Nedumbassery, Kochi, Kerala","10.15500517","76.35474303","683585","CCS2","GO EC","GO EC","public","false"
"43","","South3","Idukki","Kerala","INDIA","Westgate","WestGate INN & Suites WestGate Business Centre, near Block Panchayat Office, Kattappana, Kerala","9.747942617","77.10538844","685508","CCS2","GO EC","GO EC","public","false"
"44","","Central1","Hyderabad","Telangana","INDIA","Lulu Hyderabad","Lulu Mall Hyderbad, Balanagar Mandal, Kukatpally Housing Board Colony, Kukatpally, Hyderabad, Telangana","17.49021433","78.39296603","500072","CCS2","GO EC","GO EC","public","false"
"45","","North Central3","Lucknow","Uttar Pradesh","INDIA","GO EC Lucknow Lulu Mall","Amar Shaheed Path, Golf City, Sector B Ansal API, Hariharpur, Lucknow, Uttar Pradesh","26.784745","80.991506","226030","CCS2","GO EC","GO EC","public","false"
"46","","Central3","Sagar","Madhya Pradesh","INDIA","GO EC MP Jinda Harihar,","Harihar Restaurant VQMP+P62 Jinda,, Jinda, Madhya Pradesh","23.885551","78.785574","470001","CCS2","GO EC","GO EC","public","false"
"47","","Central3","Sagar","Madhya Pradesh","INDIA","GO EC MP Chhir Aahaar","Aahaar Restaurant,NH 44, Deori,Chhir, Chhir, Madhya Pradesh","23.355484","79.03265","470226","CCS2","GO EC","GO EC","public","false"
"48","","South3","Kannur","Kerala","INDIA","Gmall","G Mall, South Bazar, Civil Station, Kannur, Kerala","11.88037399","75.37457883","670002","CCS2","GO EC","GO EC","public","false"
"49","","South3","Idukki","Kerala","INDIA","Open Kitchen","Peermade, Kuttikkanam, Kerala","9.580258942","76.9703902","685531","CCS2","GO EC","GO EC","public","false"
"50","","South3","Kottayam","Kerala","INDIA","Skylight","Kismath Junction, Poonjaar Road Highway, Ettumanoor, Kerala","9.668045119","76.5752862","686631","CCS2","GO EC","GO EC","public","false"
"51","","South3","Alappuzha","Kerala","INDIA","GO EC Alappuzha Classic Regency","Hotel Classic Regency, Railway Station, Ward Beach, Alappuzha, Alappuzha, Kerala","9.49021","76.320507","688012","CCS2","GO EC","GO EC","public","false"
"52","","South3","Alappuzha","Kerala","INDIA","GO EC Alappuzha Cherthala HUTS,","Cherthala Kanichukulangara Rd, Nedumbrakkad,Cherthala, Cherthala, Kerala","9.684116","76.333657","688524","CCS2","GO EC","GO EC","public","false"
"53","","South3","Alappuzha","Kerala","INDIA","GO EC kayamkulam Valiazheekal SPARKZONE,","VALIYAZHEEKKAL,Kayamkulam, Kandalloor, Kerala","9.145627","76.459444","690535","CCS2","GO EC","GO EC","public","false"
"54","","South3","Malappuram","Kerala","INDIA","GOEC-Jam Joom","Chandakunnu, Nilambur","11.2867502","76.2392857","679330","CCS2","GO EC","GO EC","public","false"
"55","","South3","Thrissur","Kerala","INDIA","Ananda Bhavan","Salem - Kochi Highway, Koratty, Muringur, Thrissur, Kerala","10.27731406","76.34453258","680309","CCS2","GO EC","GO EC","public","false"
"56","","South3","Thrissur","Kerala","INDIA","PAREKKAT'S","PAREKKAT Convention Centre, Mala, Thrissur","10.24056693","76.27234213","680732","CCS2","GO EC","GO EC","public","false"
"57","","South3","Thrissur","Kerala","INDIA","AR Dine","AR Dine Cheruthuruthi, Shoranur, Thrissur, Kerala","10.7505627","76.27461352","679531","CCS2","GO EC","GO EC","public","false"
"58","","South3","Thrissur","Kerala","INDIA","SVS","Arakulam West, Gouri Sankar Junction Signal, East Service Road NH-66, Kodungallur, Kerala","10.21131786","76.19895049","680664","CCS2","GO EC","GO EC","public","false"
"59","","South3","Kollam","Kerala","INDIA","Vrindavan","NH183, Inchakkad, Kalayapuram, Kottarakkara ,Kerala","9.044879947","76.77369991","691560","CCS2","GO EC","GO EC","public","false"
"60","","West2","Pandharkawada","Maharashtra","INDIA","GO EC Maharashtra Pimpari Road Manoraj Hotel,","2GMX+PJW Pimpari Road,Pandharkawada, Pandharkawada, Maharashtra","20.034564","78.549075","445302","CCS2","GO EC","GO EC","public","false"
"61","","South1","Bengaluru","Karnataka","INDIA","SR- DEN Charger 1","Shell Recharge Devanahalli NH 44","13.241","77.703139","562110","CCS2","Shell Recharge","Shell","public","false"
"62","","South1","Bengaluru","Karnataka","INDIA","SR-PTP-Charger 1","Shell Recharge Prestige Tech Park","12.942244","77.692305","560103","CCS2","Shell Recharge","Shell","public","false"
"63","","South1","Bengaluru","Karnataka","INDIA","SR-PTP-Charger 2","Shell Recharge Prestige Tech Park","12.942244","77.692305","560103","CCS2","Shell Recharge","Shell","public","false"
"64","","South1","Bengaluru","Karnataka","INDIA","SR-PTP-Charger 3","Shell Recharge Prestige Tech Park","12.942244","77.692305","560103","CCS2","Shell Recharge","Shell","public","false"
"65","","South1","Bengaluru","Karnataka","INDIA","SR-PTP-Charger 4","Shell Recharge Prestige Tech Park","12.942244","77.692305","560103","CCS2","Shell Recharge","Shell","public","false"
"66","","South1","Bengaluru","Karnataka","INDIA","SR-PSN-Charger 1","Shell Recharge Prestige Shantiniketan","12.9920029","77.7298909","560048","CCS2","Shell Recharge","Shell","public","false"
"67","","South1","Bengaluru","Karnataka","INDIA","SR-PSN-Charger 2","Shell Recharge Prestige Shantiniketan","12.9920029","77.7298909","560048","CCS2","Shell Recharge","Shell","public","false"
"68","","South1","Bengaluru","Karnataka","INDIA","SR-PSN-Charger 3","Shell Recharge Prestige Shantiniketan","12.9920029","77.7298909","560048","CCS2","Shell Recharge","Shell","public","false"
"69","","South1","Mangalore","Karnataka","INDIA","SR-ADV-Charger 1","Shell Recharge Advaith Hyundai Mangalore","12.90144","74.84193","575006","CCS2","Shell Recharge","Shell","public","false"
"70","","South1","Mysore","Karnataka","INDIA","SR-ADA-Charger 1","Shell Recharge Advaith Hyundai Mysore","12.34907","76.57167","570016","CCS2","Shell Recharge","Shell","public","false"
"71","","South1","Mysore","Karnataka","INDIA","SR - MAN - Charger 1","Shell Recharge Mandakalli","12.245211","76.659761","570008","CCS2","Shell Recharge","Shell","public","false"
"72","","South1","Mysore","Karnataka","INDIA","SR - HUN - Charger 1","Shell Recharge Hunsur Road","12.32785","76.60819","570017","CCS2","Shell Recharge","Shell","public","false"
"73","","West3","Ahmedabad","Gujarat","INDIA","SR - CHN - Charger 1","Shell Recharge Chandkheda","23.11614","72.58589","382424","CCS2","Shell Recharge","Shell","public","false"
"74","","West3","Ahmedabad","Gujarat","INDIA","SR - CHN - Charger 2","Shell Recharge Chandkheda","23.11614","72.58589","382424","CCS2","Shell Recharge","Shell","public","false"
"75","","West3","Ahmedabad","Gujarat","INDIA","SR - GAN - Charger 1","Shell Recharge Gandhinagar Exit","23.23308","72.71976","382042","CCS2","Shell Recharge","Shell","public","false"
"76","","West3","Ahmedabad","Gujarat","INDIA","SR - GAN - Charger 2","Shell Recharge Gandhinagar Exit","23.23308","72.71976","382042","CCS2","Shell Recharge","Shell","public","false"
"77","","West1","PUNE","Maharashtra","INDIA","SR - MAA - Charger 1","Shell Recharge Magarpatta","18.531872","73.93289","411036","CCS2","Shell Recharge","Shell","public","false"
"78","","West1","PUNE","Maharashtra","INDIA","SR - HIN - Charger 1","Shell Recharge Hinjewadi","18.587247","73.701465","411057","CCS2","Shell Recharge","Shell","public","false"
"79","","West1","PUNE","Maharashtra","INDIA","SR - TAT - Charger 1","Shell Recharge Tathwade","18.614056","73.74886","411033","CCS2","Shell Recharge","Shell","public","false"
"80","","West1","PUNE","Maharashtra","INDIA","SR - TAT - Charger 2","Shell Recharge Tathwade","18.614056","73.74886","411033","CCS2","Shell Recharge","Shell","public","false"
"81","","South2","Chennai","Tamil Nadu","INDIA","SR- AMB Charger 1","Shell Recharge Ambattur","13.09754","80.17841","600050","CCS2","Shell Recharge","Shell","public","false"
"82","","South2","Chennai","Tamil Nadu","INDIA","SR- ARC Charger 1","Shell Recharge Arcot Road","13.04848","80.20665","600026","CCS2","Shell Recharge","Shell","public","false"
"83","","Central3","SANCHI","Madhya Pradesh","INDIA","NAGAR PARSAD SANCHI","NAGAR PARSAD SANCHI","23.485","77.73763","464661","CCS2","EV COSMOS","EV COSMOS","public","false"
"84","","Central3","PITHAMPUR","Madhya Pradesh","INDIA","BHAGIRATH COACH & METAL FABRICATORS","BHAGIRATH COACH & METAL FABRICATORS","22.618","75.704","454775","CCS2","EV COSMOS","EV COSMOS","public","false"
"85","","Central1","SIDDIPET","Telangana","INDIA","HOTEL HARITHA MINERVA","HOTEL HARITHA MINERVA","18.039","78.878","502277","CCS2","EV COSMOS","EV COSMOS","public","false"
"86","","South1","Bengaluru","Karnataka","INDIA","Chhabi test","1st Cross Road, 5th Block, Koramangala, Bengaluru, Karnataka,560095","12.933916666666667","77.6183611111111","560095","CCS2","Nikol EV","Nikol EV","public","false"
"87","","South1","Bengaluru","Karnataka","INDIA","Nikol EV Fleet DELTA-CCS2_25KW","Rainbow Drive, Halanayakanahalli, Karnataka, 560035","0","77.68791666666667","560035","CCS2","Nikol EV","Nikol EV","public","false"
"88","","West1","Kapurhol","Maharashtra","INDIA","Kapurhol EV Charging Station","KAPURHOL TAL BHOR DIST PUNE 412213","18.2316","73.9117","412213","CCS2","Nikol EV","Nikol EV","public","false"
"89","","West1","PUNE","Maharashtra","INDIA","Nikol EV - The O Hotel","Rajvilas Society, Koregaon Park, Pune Maharashtra 411001","18.540000000000003","73.8875","411001","CCS2","Nikol EV","Nikol EV","public","false"
"90","","West1","Sambhajinagar","Maharashtra","INDIA","Prozone Mall - NIKOL EV 60kW DC Charger","N1 Road, N 1, Cidco, Aurangabad, Maharashtra, 431006","19.8769","75.3721","431006","CCS2","Nikol EV","Nikol EV","public","false"
"91","","West1","PUNE","Maharashtra","INDIA","Grishma Solar","S. NO. 143 Part, Stature, OFF Sinhgad Road, Dhayari Haveli, Narhe, Pune, Maharashtra 411041","18.458027777777776","73.80786111111111","411041","CCS2","Nikol EV","Nikol EV","public","false"
"92","","North3","Udaipur","Rajasthan","INDIA","Chambal Motors, Madri Industrial Area","CP-6/CP-7, Madri Industrial Area - 313001","24.574885","73.746285","313001","CCS2","Tata power EZ","Tata Power","public","false"
"93","","Central2","Bhubaneswar","Odisha","INDIA","Dion Automotives,Samantarpur","Plot No 2175, 3766, Lewis Road, Samantarapur, Old Town, Bhubaneswar, Odisha 751002","20.227001","85.840966","751002","CCS2","Tata power EZ","Tata Power","public","false"
"94","","South3","Kollam","Kerala","INDIA","Muthoot Automotive, Mevaram","Machoos Properties, Bypass, near Medicity Hospital, Mevaram, Kollam, Kerala 691020","8.87386","76.64112","691020","CCS2","Tata power EZ","Tata Power","public","false"
"95","","North2","Ganaur","Haryana","INDIA","SNEH DHABA, NH 1 Ganaur","64th Milestone, NH-1, Ganaur, Sonipat, Haryana 131101","29.157569","77.035833","131101","CCS2","Tata power EZ","Tata Power","public","false"
"96","","West1","PUNE","Maharashtra","INDIA","Mahati Industries limited, Shankar Sheth Road","32/33, Shankar Sheth Road, B/H S T Workshop, Shankar Sheth Road, Pune, Maharashtra-411037","18.4995583","73.8685639","411037","CCS2","Tata power EZ","Tata Power","public","false"
"97","","Central1","Gooty","Andhra Pradesh","INDIA","IOCL - Sri Ramparameswara & Sons RO, Old NH 7","SURVEY No. 624​, 9/578, Old NH-7, Near.gandhi Chowk,  Anantapur Dist. ANDHRA PRADESH-515401","15.096628187605","77.6651215553283","515401","CCS2","Tata power EZ","Tata Power","public","false"
"99","","North Central1","Tehri","Uttarakhand","INDIA","Le ROI, Tehri","Hotel Le Roi, Sahrai, Tehri, Uttarakhand - 249130","30.4331720272229","78.4286902035555","249130","CCS2","Tata power EZ","Tata Power","public","false"
"101","","East1","Uluberia","West Bengal","INDIA","Orbid Mall, Uluberia","Premises No 1575/1083A/335a, ORBID Garden, Uluberia, NH16, Ward No 19, Pin  - 711316","22.4877409","88.1110402","711316","CCS2","Tata power EZ","Tata Power","public","false"
"103","","North2","Rohtak Division","Haryana","INDIA","ST-P-30KW-CCS2-DC(qwzaxs)","76A, Sector, 57, Sonipat, Sonipat, Rohtak, Division, Haryana, India, 131023","28.882385","77.1229364","131023","CCS2","Kazam","servotech","public","false"
"104","","North2","Rohtak Division","Haryana","INDIA","ST-P-60KW-2xCCS-DC(ueya67)","76A, Sector, 57, Sonipat, Sonipat, Rohtak, Division, Haryana, India, 131023","28.8824373","77.1229818","131023","CCS2","Kazam","servotech","public","false"
"105","","West1","Nashik","Maharashtra","INDIA","Abhishek Autos","73FV+GXJ, National, Highway, Vadalibhoi, Nashik, Maharashtra, India, 423117","20.274416","74.094296","423117","CCS2","Kazam","nikolev","public","false"
"106","","West1","Nashik Division","Maharashtra","INDIA","Ucharge 25KW DC charger","4P9H+MM2, Big, Bazaar, Chowk, Premdan, Hudco, Savedi, Ahmednagar, Ahmednagar, Nashik, Division, Maharashtra, India, 414003","19.1193065460355","74.7289567999999","414003","CCS2","Kazam","synergyem","public","false"
"107","","West1","Nashik Division","Maharashtra","INDIA","S S Charging Zone","JJCC+5PW, SH44, Ahmednagar, Ahmednagar, Nashik, Division, Maharashtra, India, 413709","19.62106","74.62256","413709","CCS2","Kazam","nikolev","public","false"
"108","","West1","Nashik Division","Maharashtra","INDIA","Samruddhi EV 60kw","4, Daund, Ahmednagar, Road, Shastri, Nagar, Ahmednagar, Ahmednagar, Nashik, Division, Maharashtra, India, 414001","19.0519142","74.7232174","414001","CCS2","Kazam","nikolev","public","false"
"109","","West3","Gir Somnath","Gujarat","INDIA","Hotel Welcome Somnath","VCW6+V4W, Somnath, Gir, Somnath, Gujarat, India, 362268","20.8971373","70.4101678","362268","CCS2","Kazam","charge_port","public","false"
"110","","Central1","Guntur","Andhra Pradesh","INDIA","Sri Dhanalakshmi EV charger","348X+5Q, Boppudi, Guntur, Andhra, Pradesh, India","16.0654296875","80.1493856004738","","CCS2","Kazam","sridhanlakshmi","public","false"
"111","","West3","Banaskantha","Gujarat","INDIA","Honest, Ambaji ","8RQV+PW7, Abu, -, Ambaji, Road, Arsuri, Society, Ambaji, Banaskantha, Gujarat, India, 385110","24.3393951","72.844905","385110","CCS2","Kazam","charge_port","public","false"
"112","","West3","Amreli","Gujarat","INDIA","Hotel Gatrad Krupa, Babra","R8R7+QPR, Khakhriya, Babra, Amreli, Gujarat, India, 365421","21.8416519","71.3136699","365421","CCS2","Kazam","charge_port","public","false"
"113","","West3","Surendranagar","Gujarat","INDIA","60kW DC fast Charger, RAR Hotel","NH, 8, Rajkot, -, Ahmedabad, Highway, Madhad, Surendranagar, Gujarat, India, 363435, Rajkot, -, Ahmedabad, Hwy,, Madhad,, Gujarat, 363435","22.543639","71.558615","363435","CCS2","Kazam","chargepod","public","false"
"114","","North2","Rohtak Division","Haryana","INDIA","Servo30dc","76A, Sector, 57, Sonipat, Sonipat, Rohtak, Division, Haryana, India, 131023","28.8826132","77.1226134","131023","CCS2","Kazam","servotech","public","false"
"115","","West3","Surendranagar","Gujarat","INDIA","The Infinite Hotel, Chotila","Chotila, Popatpara, Surendranagar, Gujarat, India, 363520, BPCL, Petrol, Pump","22.43335","71.20768","363520","CCS2","Kazam","charge_port","public","false"
"116","","West3","Rajkot","Gujarat","INDIA","Hotel Krupali","QJGM+MR, Dhareshwer, Bistar, Jetpur, Rajkot, Gujarat, India, 360370, Opp., Reliance, Petrol, Pump","21.7766769","70.6345108","360370","CCS2","Kazam","charge_port","public","false"
"117","","West3","Gir Somnath","Gujarat","INDIA","DENARA E-VEHICLE (60kW DC CCS2)","RM7R+QC3, Sardar, Nagar, Kodinar, Gir, Somnath, Gujarat, India, 362725","20.8144073486328","70.6904397626134","362725","CCS2","Kazam","chargepod","public","false"
"118","","North2","Rohtak Division","Haryana","INDIA","ST-P-30kW-CCS2-DC(supc5h)","76A, Sector, 57, Sonipat, Sonipat, Rohtak, Division, Haryana, India, 131023","28.8825614","77.1228502","131023","CCS2","Kazam","servotech","public","false"
"119","","West1","Nashik Division","Maharashtra","INDIA","R S Electromatics 50 KW","Ahmednagar, City, Bypass, Road, Vilad, Ghat, Ahmednagar, Ahmednagar, Nashik, Division, Maharashtra, India, 414111","19.1715146","74.6970071","414111","CCS2","Kazam","nikolev","public","false"
"120","","North2","Rohtak Division","Haryana","INDIA","ST-P-60KWEVDC-CCS2 (4itfzt )","76A, Sector, 57, Sonipat, Sonipat, Rohtak, Division, Haryana, India, 131023","28.8824582","77.1227748","131023","CCS2","Kazam","servotech","public","false"
"121","","West1","Nashik","Maharashtra","INDIA","Vrindavan Garden","5R9G+M6F, rode, Dindori, Nashik, Maharashtra, India, 422202","20.1693537","73.8255838","422202","CCS2","Kazam","nikolev","public","false"
"122","","West3","Kachchh","Gujarat","INDIA","Pangat - Restaurant & Cafe","96F9+9R, Kotada, Jadodar, Kachchh, Gujarat, India, 370605, Nr., Reliance, Petrol, Pump","23.3734854","69.2195012","370605","CCS2","Kazam","charge_port","public","false"
"123","","West3","Mehsana","Gujarat","INDIA","Tectonic Power EV Charger","C9WV+FJJ, Ahmedabad, -, Patan, Highway, Road, Baliyasan, Mehsana, Gujarat, India, 382732","23.4461734515586","72.3938843","382732","CCS2","Kazam","tectonic_power","public","false"
"124","","West1","PUNE","Maharashtra","INDIA","Maharashtra Food Mall 60kW Nikol EV charger","8VP2+5XH, Pune, Pune, Pune, Division, Maharashtra, India, 412205","18.3356","73.85236","412205","CCS2","Kazam","nikolev","public","false"
"125","","West3","Ahmedabad","Gujarat","INDIA","Ramdev Food Court, Dhandhuka","C253+2W, Jaliya, Ahmedabad, Gujarat, India, 382460","22.4075941","72.004785","382460","CCS2","Kazam","charge_port","public","false"
"126","","West1","Nashik","Maharashtra","INDIA","Anand Motors","anand, hardware, Vinchur, Road, Lasalgaon, Nashik, Maharashtra, India, 422306","20.1399537","74.2369512","422306","CCS2","Kazam","nikolev","public","false"
"127","","North2","Rohtak Division","Haryana","INDIA","Kazam_6","76A, Sector, 57, Sonipat, Sonipat, Rohtak, Division, Haryana, India, 131023","28.8827034","77.1226426","131023","CCS2","Kazam","servotech","public","false"
